"Beach ID","Beach Name","County","State","SwimSeasonLength","SwimSeason Length Units","SwimSeasonMonitoringFrequency","SwimSeasonMonitorFrequencyUnits","Off SeasonMonitoringFrequency","Off SeasonMonitorFrequencyUnits","MonitoringReportingFrequency(to EPA)","MonitoringReportingFrequencyUnits","BeachLength (Mi)","Year"
"MD796029","Hunters Harbor","ANNE ARUNDEL","MD","98","DAYS","2","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".022","2018"
"MD796029","Hunters Harbor","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".022","2017"
"MD305289","Idlewilde on the Bay","ANNE ARUNDEL","MD","105","DAYS","-","-","-","-","-","-",".017","2018"
"MD305289","Idlewilde on the Bay","ANNE ARUNDEL","MD","105","DAYS","-","-","-","-","-","-",".017","2017"
"MD475646","Kurtz Beach","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","-","-",".009","2018"
"MD475646","Kurtz Beach","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","-","-",".009","2017"
"MD214837","Mason's Beach","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".018","2018"
"MD214837","Mason's Beach","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".018","2017"
"MD719498","Mayo Beach Park","ANNE ARUNDEL","MD","98","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".047","2018"
"MD719498","Mayo Beach Park","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".047","2017"
"MD729276","Mountain Point at Gibson Island","ANNE ARUNDEL","MD","98","DAYS","2","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".034","2018"
"MD729276","Mountain Point at Gibson Island","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".034","2017"
"MD143211","Oyster Harbor","ANNE ARUNDEL","MD","98","DAYS","2","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".028","2018"
"MD143211","Oyster Harbor","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".028","2017"
"MD751009","River Club Estates","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","-","-",".009","2018"
"MD751009","River Club Estates","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","-","-",".009","2017"
"MD286751","Rosehaven","ANNE ARUNDEL","MD","98","DAYS","2","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".087","2018"
"MD286751","Rosehaven","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".087","2017"
"MD505637","Round Bay Main Beach","ANNE ARUNDEL","MD","98","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".009","2018"
"MD505637","Round Bay Main Beach","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".009","2017"
"MD987068","Sandy Point State Park East Beach","ANNE ARUNDEL","MD","98","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".158","2018"
"MD987068","Sandy Point State Park East Beach","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".158","2017"
"MD134679","Sandy Point State Park Middle Beach","ANNE ARUNDEL","MD","98","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".473","2018"
"MD134679","Sandy Point State Park Middle Beach","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".473","2017"
"MD248962","Sandy Point State Park South Beach","ANNE ARUNDEL","MD","98","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".448","2018"
"MD248962","Sandy Point State Park South Beach","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".448","2017"
"MD204289","Saunders Point","ANNE ARUNDEL","MD","98","DAYS","2","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".07","2018"
"MD204289","Saunders Point","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".07","2017"
"MD945871","Town Point at Arkhaven","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".029","2018"
"MD945871","Town Point at Arkhaven","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".029","2017"
"MD334995","Turkey Point at Cloud Beach","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".055","2018"
"MD334995","Turkey Point at Cloud Beach","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".055","2017"
"MD487323","Venice on the Bay","ANNE ARUNDEL","MD","98","DAYS","2","PER_MONTH","0","PER_MONTH","1","PER_YEAR",".031","2018"
"MD487323","Venice on the Bay","ANNE ARUNDEL","MD","98","DAYS","-","-","-","-","1","PER_YEAR",".031","2017"
"MI001780","Antrim County Day Park North","ANTRIM","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".472","2018"
"MI001780","Antrim County Day Park North","ANTRIM","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".472","2017"
"MI001782","Antrim County Day Park South","ANTRIM","MI","74","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".242","2018"
"MI001782","Antrim County Day Park South","ANTRIM","MI","74","DAYS","-","-","-","-","1","PER_WEEK",".242","2017"
"MI001768","Antrim Creek Natural Area","ANTRIM","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".932","2018"
"MI001768","Antrim Creek Natural Area","ANTRIM","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".932","2017"
"MI001509","Banks Township. Park","ANTRIM","MI","74","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".311","2018"
"MI001509","Banks Township. Park","ANTRIM","MI","74","DAYS","-","-","-","-","1","PER_WEEK",".311","2017"
"MI001288","Barnes Park","ANTRIM","MI","74","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".263","2018"
"MI001288","Barnes Park","ANTRIM","MI","74","DAYS","-","-","-","-","1","PER_WEEK",".263","2017"
"MI000329","Elk Rapids","ANTRIM","MI","74","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".239","2018"
"MI000329","Elk Rapids","ANTRIM","MI","74","DAYS","-","-","-","-","1","PER_WEEK",".239","2017"
"MI001781","Elk Rapids Park","ANTRIM","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".232","2018"
"MI001781","Elk Rapids Park","ANTRIM","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".232","2017"
"MI001774","Erickson Road","ANTRIM","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".249","2018"
"MI001774","Erickson Road","ANTRIM","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".249","2017"
"MI001770","Lore Road End Beach","ANTRIM","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".261","2018"
"MI001770","Lore Road End Beach","ANTRIM","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".261","2017"
"MI001772","Michigan Trail","ANTRIM","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".261","2018"
"MI001772","Michigan Trail","ANTRIM","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".261","2017"
"MI001773","Nature Preserve","ANTRIM","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".258","2018"
"MI001773","Nature Preserve","ANTRIM","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".258","2017"
"MI001779","North Bay Shore (Conservancy)","ANTRIM","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".298","2018"
"MI001779","North Bay Shore (Conservancy)","ANTRIM","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".298","2017"
"MI001777","O'Dell Road","ANTRIM","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".099","2018"
"MI001777","O'Dell Road","ANTRIM","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".099","2017"
"MI311922","Petobego Pond Area","ANTRIM","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".227","2018"
"MI311922","Petobego Pond Area","ANTRIM","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".227","2017"
"MI824924","Private Shoreline Beach-Birch Lake Area","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","2.361","2018"
"MI824924","Private Shoreline Beach-Birch Lake Area","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","2.361","2017"
"MI586229","Private Shoreline Beach-N. of Antrim Cnty Park N.","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","1.168","2018"
"MI586229","Private Shoreline Beach-N. of Antrim Cnty Park N.","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","1.168","2017"
"MI485836","Private Shoreline Beach-North of Barnes Park","ANTRIM","MI","150","DAYS","-","-","-","-","-","-",".721","2018"
"MI485836","Private Shoreline Beach-North of Barnes Park","ANTRIM","MI","150","DAYS","-","-","-","-","-","-",".721","2017"
"MI321366","Private Shoreline Beach-North of Erickson Road","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","1.864","2018"
"MI321366","Private Shoreline Beach-North of Erickson Road","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","1.864","2017"
"MI864129","Private Shoreline Beach-North of Lore Road","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","3.231","2018"
"MI864129","Private Shoreline Beach-North of Lore Road","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","3.231","2017"
"MI571169","Private Shoreline Beach-Northern County Border","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","1.429","2018"
"MI571169","Private Shoreline Beach-Northern County Border","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","1.429","2017"
"MI547578","Private Shoreline Beach-Pagel Point","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","1.864","2018"
"MI547578","Private Shoreline Beach-Pagel Point","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","1.864","2017"
"MI563580","Private Shoreline Beach-South of Barns Park","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","2.237","2018"
"MI563580","Private Shoreline Beach-South of Barns Park","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","2.237","2017"
"MI735656","Private Shoreline Beach-South of Elk Rapids Park","ANTRIM","MI","150","DAYS","-","-","-","-","-","-",".559","2018"
"MI735656","Private Shoreline Beach-South of Elk Rapids Park","ANTRIM","MI","150","DAYS","-","-","-","-","-","-",".559","2017"
"MI899522","Private Shoreline Beach-South of Nature Preserve","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","4.101","2018"
"MI899522","Private Shoreline Beach-South of Nature Preserve","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","4.101","2017"
"MI800488","Private Shoreline Beach-South of O'Dell Road","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","2.051","2018"
"MI800488","Private Shoreline Beach-South of O'Dell Road","ANTRIM","MI","150","DAYS","-","-","-","-","-","-","2.051","2017"
"MI828167","Private Shoreline Beach-Wood Creek","ANTRIM","MI","150","DAYS","-","-","-","-","-","-",".969","2018"
"MI828167","Private Shoreline Beach-Wood Creek","ANTRIM","MI","150","DAYS","-","-","-","-","-","-",".969","2017"
"MI001778","Road Crossing near Winters Road","ANTRIM","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".261","2018"
"MI001778","Road Crossing near Winters Road","ANTRIM","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".261","2017"
"MI445464","Veterans Memorial Park","ANTRIM","MI","74","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".199","2018"
"MI445464","Veterans Memorial Park","ANTRIM","MI","74","DAYS","-","-","-","-","1","PER_WEEK",".199","2017"
"TX402603","12th Street","ARANSAS","TX","364","DAYS","-","-","-","-","-","-",".1","2018"
"TX402603","12th Street","ARANSAS","TX","364","DAYS","0","PER_YEAR","0","PER_YEAR","-","-",".1","2017"
"TX491388","Copano Bay Bridge","ARANSAS","TX","364","DAYS","-","-","-","-","-","-",".23","2018"
"TX491388","Copano Bay Bridge","ARANSAS","TX","364","DAYS","0","PER_YEAR","0","PER_YEAR","-","-",".23","2017"
"TX511112","Copano Bay State Fishing Pier","ARANSAS","TX","364","DAYS","-","-","-","-","-","-",".13","2018"
"TX511112","Copano Bay State Fishing Pier","ARANSAS","TX","364","DAYS","0","PER_YEAR","0","PER_YEAR","-","-",".13","2017"
"TX445597","Copano Causeway - North","ARANSAS","TX","364","DAYS","-","-","-","-","-","-",".36","2018"
"TX445597","Copano Causeway - North","ARANSAS","TX","364","DAYS","0","PER_YEAR","0","PER_YEAR","-","-",".36","2017"
"TX503590","Copano Causeway - South","ARANSAS","TX","364","DAYS","-","-","-","-","-","-","2.78","2018"
"TX503590","Copano Causeway - South","ARANSAS","TX","364","DAYS","0","PER_YEAR","0","PER_YEAR","-","-","2.78","2017"
"TX938137","Goose Island State Park","ARANSAS","TX","364","DAYS","-","-","-","-","-","-",".5","2018"
"TX938137","Goose Island State Park","ARANSAS","TX","364","DAYS","0","PER_YEAR","0","PER_YEAR","-","-",".5","2017"
"TX435414","Highway 188 @ Port Bay North","ARANSAS","TX","364","DAYS","-","-","-","-","-","-",".03","2018"
"TX435414","Highway 188 @ Port Bay North","ARANSAS","TX","364","DAYS","0","PER_YEAR","0","PER_YEAR","-","-",".03","2017"
"TX206038","Highway 188 @ Port Bay South","ARANSAS","TX","364","DAYS","-","-","-","-","-","-",".07","2018"
"TX206038","Highway 188 @ Port Bay South","ARANSAS","TX","364","DAYS","0","PER_YEAR","0","PER_YEAR","-","-",".07","2017"
"TX748844","Rockport Beach Park","ARANSAS","TX","364","DAYS","-","-","-","-","-","-",".85","2018"
"TX748844","Rockport Beach Park","ARANSAS","TX","364","DAYS","38","PER_YEAR","0","PER_YEAR","-","-",".85","2017"
"PR981620","MUELLE DE ARECIBO","ARECIBO","PR","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR",".182","2018"
"PR981620","MUELLE DE ARECIBO","ARECIBO","PR","364","DAYS","-","-","-","-","1","PER_YEAR",".182","2017"
"MI382689","16th Street Beach","ARENAC","MI","120","DAYS","-","-","-","-","-","-",".012","2018"
"MI382689","16th Street Beach","ARENAC","MI","120","DAYS","-","-","-","-","-","-",".012","2017"
"MI156653","28th Street Beach","ARENAC","MI","120","DAYS","-","-","-","-","-","-",".012","2018"
"MI156653","28th Street Beach","ARENAC","MI","120","DAYS","-","-","-","-","-","-",".012","2017"
"MI001551","Arenac County Park","ARENAC","MI","67","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".249","2018"
"MI001551","Arenac County Park","ARENAC","MI","67","DAYS","-","-","-","-","1","PER_WEEK",".249","2017"
"MI972045","Au Sable State Forest- Greens Point","ARENAC","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK","4.21","2018"
"MI972045","Au Sable State Forest- Greens Point","ARENAC","MI","105","DAYS","-","-","-","-","1","PER_WEEK","4.21","2017"
"MI411320","Augres Township Park Beach","ARENAC","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".033","2018"
"MI411320","Augres Township Park Beach","ARENAC","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".033","2017"
"MI001157","Bessinger Road Beach","ARENAC","MI","67","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".01","2018"
"MI001157","Bessinger Road Beach","ARENAC","MI","67","DAYS","-","-","-","-","1","PER_WEEK",".01","2017"
"MI145894","Booth Road Beach","ARENAC","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".007","2018"
"MI145894","Booth Road Beach","ARENAC","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".007","2017"
"MI619081","Cemetery Beach","ARENAC","MI","123","DAYS","-","-","-","-","-","-",".249","2018"
"MI619081","Cemetery Beach","ARENAC","MI","123","DAYS","0","PER_WEEK","0","PER_WEEK","-","-",".249","2017"
"MI336246","City of Au Gres Public Access","ARENAC","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK","1.7","2018"
"MI336246","City of Au Gres Public Access","ARENAC","MI","105","DAYS","-","-","-","-","1","PER_WEEK","1.7","2017"
"MI201005","Dime Drain-Harmon Cty Hghts Beach","ARENAC","MI","120","DAYS","-","-","-","-","-","-","1.933","2018"
"MI201005","Dime Drain-Harmon Cty Hghts Beach","ARENAC","MI","120","DAYS","-","-","-","-","-","-","1.933","2017"
"MI001165","Dyer Road Beach","ARENAC","MI","67","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".008","2018"
"MI001165","Dyer Road Beach","ARENAC","MI","67","DAYS","-","-","-","-","1","PER_WEEK",".008","2017"
"MI001159","Foster Road Beach","ARENAC","MI","67","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".007","2018"
"MI001159","Foster Road Beach","ARENAC","MI","67","DAYS","-","-","-","-","1","PER_WEEK",".007","2017"
"MI773154","Gordon Road Beach","ARENAC","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".007","2018"
"MI773154","Gordon Road Beach","ARENAC","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".007","2017"
"MI001160","Hammel Beach Road Access","ARENAC","MI","67","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".012","2018"
"MI001160","Hammel Beach Road Access","ARENAC","MI","67","DAYS","-","-","-","-","1","PER_WEEK",".012","2017"
"MI544325","Private Shoreline Beach-N. of Singing Bridge Beach","ARENAC","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK","1.286","2018"
"MI544325","Private Shoreline Beach-N. of Singing Bridge Beach","ARENAC","MI","105","DAYS","-","-","-","-","1","PER_WEEK","1.286","2017"
"MI748680","Private Shoreline Beach-North of Au Gres","ARENAC","MI","150","DAYS","-","-","-","-","-","-","4.25","2018"
"MI748680","Private Shoreline Beach-North of Au Gres","ARENAC","MI","150","DAYS","-","-","-","-","-","-","4.25","2017"
"MI703150","Private Shoreline Beach-North of Gordan Road Beach","ARENAC","MI","150","DAYS","-","-","-","-","-","-","1.305","2018"
"MI703150","Private Shoreline Beach-North of Gordan Road Beach","ARENAC","MI","150","DAYS","-","-","-","-","-","-","1.305","2017"
"MI164969","Private Shoreline Beach-Point Au Gres","ARENAC","MI","150","DAYS","-","-","-","-","-","-","2.013","2018"
"MI164969","Private Shoreline Beach-Point Au Gres","ARENAC","MI","150","DAYS","-","-","-","-","-","-","2.013","2017"
"MI593489","Private Shoreline Beach-Point Lookout","ARENAC","MI","150","DAYS","-","-","-","-","-","-","2.983","2018"
"MI593489","Private Shoreline Beach-Point Lookout","ARENAC","MI","150","DAYS","-","-","-","-","-","-","2.983","2017"
"MI431937","Private Shoreline Beach-Silver Drain","ARENAC","MI","150","DAYS","-","-","-","-","-","-","1.217","2018"
"MI431937","Private Shoreline Beach-Silver Drain","ARENAC","MI","150","DAYS","-","-","-","-","-","-","1.217","2017"
"MI498169","Private Shoreline Beach-South of Gordon Rd Beach","ARENAC","MI","150","DAYS","-","-","-","-","-","-","1.344","2018"
"MI498169","Private Shoreline Beach-South of Gordon Rd Beach","ARENAC","MI","150","DAYS","-","-","-","-","-","-","1.344","2017"
"MI430481","Private Shoreline Beach-South of the Pump Station","ARENAC","MI","150","DAYS","-","-","-","-","-","-",".281","2018"
"MI430481","Private Shoreline Beach-South of the Pump Station","ARENAC","MI","150","DAYS","-","-","-","-","-","-",".281","2017"
"MI619537","Private Shoreline Beach-West of Point Lookout","ARENAC","MI","150","DAYS","-","-","-","-","-","-","1.118","2018"
"MI619537","Private Shoreline Beach-West of Point Lookout","ARENAC","MI","150","DAYS","-","-","-","-","-","-","1.118","2017"
"MI861234","Private Shoreline Beach-White Stone Point","ARENAC","MI","150","DAYS","-","-","-","-","-","-",".766","2018"
"MI861234","Private Shoreline Beach-White Stone Point","ARENAC","MI","150","DAYS","-","-","-","-","-","-",".766","2017"
"MI144991","Private Shoreline-Mouth of Au Gres River","ARENAC","MI","150","DAYS","-","-","-","-","-","-","3.344","2018"
"MI144991","Private Shoreline-Mouth of Au Gres River","ARENAC","MI","150","DAYS","-","-","-","-","-","-","3.344","2017"
"MI001166","Pump Station","ARENAC","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".249","2018"
"MI001166","Pump Station","ARENAC","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".249","2017"
"MI001162","Singing Bridge Beach","ARENAC","MI","67","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".034","2018"
"MI001162","Singing Bridge Beach","ARENAC","MI","67","DAYS","-","-","-","-","1","PER_WEEK",".034","2017"
"MI450495","Terrace Road","ARENAC","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".01","2018"
"MI450495","Terrace Road","ARENAC","MI","105","DAYS","-","-","-","-","1","PER_WEEK",".01","2017"
"MI001163","Twining Road Beach","ARENAC","MI","67","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".008","2018"
"MI001163","Twining Road Beach","ARENAC","MI","67","DAYS","-","-","-","-","1","PER_WEEK",".008","2017"
"MI001164","Whites Beach","ARENAC","MI","67","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_WEEK",".011","2018"
"MI001164","Whites Beach","ARENAC","MI","67","DAYS","-","-","-","-","1","PER_WEEK",".011","2017"
"MI234098","Whites Beach- Isle Rd Ramp","ARENAC","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK","2.34","2018"
"MI234098","Whites Beach- Isle Rd Ramp","ARENAC","MI","105","DAYS","-","-","-","-","1","PER_WEEK","2.34","2017"
"MI921304","Whites Beach-LaFave Rd","ARENAC","MI","120","DAYS","-","-","-","-","-","-","8.3","2018"
"MI921304","Whites Beach-LaFave Rd","ARENAC","MI","120","DAYS","-","-","-","-","-","-","8.3","2017"
"MI254495","Whites Beach-Point Rd-Culvert","ARENAC","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK","9.7","2018"
"MI254495","Whites Beach-Point Rd-Culvert","ARENAC","MI","105","DAYS","-","-","-","-","1","PER_WEEK","9.7","2017"
"MI297584","Whites Beach-Private Shoreline North","ARENAC","MI","150","DAYS","-","-","-","-","-","-","3.542","2018"
"MI297584","Whites Beach-Private Shoreline North","ARENAC","MI","150","DAYS","-","-","-","-","-","-","3.542","2017"
"MI765044","Whites Beach-Wenonah Rd-West Ramp","ARENAC","MI","105","DAYS","0","PER_WEEK","0","PER_WEEK","1","PER_WEEK","9.615","2018"
"MI765044","Whites Beach-Wenonah Rd-West Ramp","ARENAC","MI","105","DAYS","-","-","-","-","1","PER_WEEK","9.615","2017"
"PR545607","BALNEARIO PUNTA GUILARTE, ARROYO","ARROYO","PR","364","DAYS","1","PER_WEEK","0","PER_WEEK","1","PER_YEAR","1.163","2018"
